,index,song,year,artist,genre,lyrics,numWords,polarity,subjectivity
10,326508,Little Drummer Boy,1970,Charley Pride,Country,"Come, they told me pa-rum pum pum pum
Our newborn King to see, pa-rum pum pum pum
Our finest gifts we bring pa-rum pum pum pum
To lay before the King pa-rum pum pum pum
Rum pum pum pum. rum pum pum pum
So to honor Him pa-rum pum pum pum
When we come
Little Baby pa-rum pum pum pum
I am a poor boy too, pa-rum pum pum pum
I have no gift to bring pa-rum pum pum pum
That's fit to give our King pa- rum pum pum pum
Rum pum pum pum, rum pum pum pum
Shall I play for you, pa-rum pum pum pum
on my drum
Mary nodded pa-rum pum pum pum
The Ox and Lamb kept time pa-rum pum pum pum
I played my drum for Him pa-rum pum pum pum
I played my best for Him pa -rum pum pum pum
Rum pum pum pum, rum pum pum pum
Then He smiled at me pa-rum pum pum pum
Me and my drum",169,0.28250000000000003,0.4
11,13114,Wah Wah,1970,George Harrison,Rock,"Wah-wah
You've given me a wah-wah
And I'm thinking of you
And all the things that we used to do
Wah-wah, wah-wah
Wah-wah
You made me such a big star
Being there at the right time
Cheaper than a dime
Wah-wah, you've given me your
Wah-wah, wah-wah
Oh, you don't see me crying
Oh, you don't hear me sighing
Wah-wah
I don't need no wah-wah
And I know how sweet life can be
If I keep myself free, wah-wah
I don't need no wah-wah
Oh, you don't see me crying
Hey baby, you don't hear me sighing
Oh, no, no, no, no
Wah-wah
Now I don't need no wah-wahs
And I know how sweet life can be
If I keep myself free of wah-wah
I don't need no wah-wah
Wah-wah, wah-wah, wah-wah
Wah-wah, wah-wah, wah-wah
Wah-wah, wah-wah",137,0.15396825396825398,0.5817460317460318
12,205646,Move On Up,1970,Curtis Mayfield,R&B,"Hush now child, and don't you cry
Your folks might understand you, by and by
Move on up, toward your destination
You may find from time to time
Complication
Bight your lip, and take a trip
Though there may be wet road ahead
And you cannot slip
So move on up for peace will find
Into the steeple of beautiful people
Where there's only one kind
So hush now child, and don't you cry
Your folks might understand you, by and by
Move on up, and keep on wishing
Remember your dream is your only scheme
So keep on pushing
Take nothing less, than the second best
Do not obey, you must keep your say
You can past the test
Just move on up, to a greater day
With just a little faith
If you put your mind to it you can surely do it",145,0.22881944444444446,0.5671296296296297
13,24670,Iron Man,1970,Black Sabbath,Rock,"I am iron man
Has he lost his mind
Can he see or is he blind
Can he walk at all,
Or if he moves will he fall
Is he alive or dead
Has he thoughts within his head
We'll just pass him there
Why should we even care
He was turned to steel
In the great magnetic field
Where he traveled time
For the future of mankind
Nobody wants him
He just stares at the world
Planning his vengeance
That he will soon unfold
Now the time is here
For iron man to spread fear
Vengeance from the grave
Kills the people he once saved
Nobody wants him
They just turn their heads
Nobody helps him
Now he has his revenge
Heavy boots of lead
Fills his victims full of dread
Running as fast as they can
Iron man lives again",142,0.095,0.41916666666666663
14,28365,Hello Hello,1970,Caravan,Rock,"Up on a hill top, far from the city
Overlooking a stream
I heard a sound, it made me look round
I looked back where I had just been
There just behind a ledge
There was a man he leapt to and fro
Clipping away at a hedge
Suddenly I heard a ringing singing
But he was nowhere to be seen
Pulling my trousers up to my knees
I waded across the stream
Back to the place where I could hear sounds
And where the old man once had been
There just behind a ledge
I looked about, I couldn`t make out
Where he had been clipping the hedge
I could not hear what he was singing
But I found my ears ringing with the sound",126,0.045454545454545456,0.43636363636363645
15,314859,Wake The World,1970,Beach Boys,Rock,"One by one the stars appear
The light of the day is no longer here
One by one the stars disappear
The sky grows brighter every minute of the sunrise
Wake the world with a brand new morning
Say hello to another fine morning
Got my face in the running water
Making my life so much brighter
Moon shines bright, asleep in my bed
Like so many people got a big day ahead of me
Wake the world with a brand new morning
Say hello to another fine morning
Wouldn't miss it for all of its glory
I'll be there when you're calling me
One by one the stars appear
The light of the day is no longer here",119,0.33060606060606057,0.4909090909090909
16,205649,Ghetto Child,1970,Curtis Mayfield,R&B,"Little child, runnin' wild
Watch a while
You see he never smiles
Broken home, father gone
Mama tired, so he's all alone
Kind of sad, kind of mad
Ghetto child, thinkin' he's been had
But I can just hear him
In the back of his mind sayin'
Didn't have to be here
You didn't have to love for me
While I was just a nothin' child
Why couldn't y'all just let me be
Let me be, let me be, let me be
Little child, runnin' wild
Watch a while
You see he never smiles
Broken home, daddy gone
Mama tired and he's all alone
Kind of sad, oh baby, kind of mad
Ghetto child, thinkin' he's been had
And I can just hear him sayin'
I didn't have to be here
You didn't have to love for me
While I was just a nothin' child
Why couldn't they just let me be
Let me be, let me be, let me be
Ain't got no money
I got to play in the alleys, ain't got no pride
Just took everything out of me, I got it sad
Got to make it alone
Got to get away from home
There's ain't no fun, my life I just run
Run on, run on, run on ghetto child
Run on ghetto child
Run on ghetto child
Run on ghetto child
You're runnin' wild
Watch a while
You see he never smiles
Father gone, alright",240,-0.0534090909090909,0.6545454545454545
17,157078,Here There And Everywhere,1970,Count Basie,Jazz,"To lead a better life
I need my love to be here
Here, making each day of the year
Changing my life with a wave of her hand
Nobody can deny that there's something there
There, running my hands through her hair
Both of us thinking how good it can be
Someone is speaking, but she doesn't know he's there
[Chorus: x2]
I want her everywhere
And if she's beside me I know I need never care
But to love her is to need her everywhere
Knowing that love is to share
Each one believing that love never dies
Watching her eyes and hoping I'm always there
I will be there
And everywhere
Here, there and everywhere",117,0.5333333333333333,0.5833333333333334
18,103690,Drowned In Wine,1970,Family,Rock,"After the turn
You finally learn to play along
Your feelings are blind
So you don't really mind if it's right or wrong
Fall in line
No, they won't let it stand on the back of their hand
Won't take a cave in the mine
You see what they've done
The end's just begun to filter in
The end is in sight
And the thought of a fight, now it's faltering
Yours and mine
They won't let it stand on the back of their hand
Won't take a cave in the mine
I could cry help
But I'd much sooner fend for myself
Don't wanna feel that I'm drowned in wine
Hate every thought of having to fall in line
Just want to grow, just want to grow and share what's yours and mine
As sure as I see they're looking at me with glasses on
And as sure as I feel I know they're for real, and the gas is on
Well, I'm drowned in wine
No, they won't let it stand, no, no
Don't wanna feel that I'm drowned in wine
Hate every thought of having to fall in line
Just want to grow, grow and share what's yours and mine
After the turn
You've finally learned to play along
Your feelings are blind
And you don't really mind if it's right or wrong
I'm drowned, drowned in wine
No, they won't let it stand
No, they won't let it stand
I said they won't let it stand, no",251,-0.07515527950310562,0.4861973775017253
19,238796,Hi De Ho,1970,Blood Sweat Tears,Rock,"Hi-de-ho, hi-de-hi
Gonna find me a piece of the sky
Gonna find me some of that old sweet roll
Singing hi-de-hi-de-hi-de-hi-di-ho
Listen, I've been down so low
That the bottom looked like up
Once I felt like second saves
Was enough to fill my cup
Now I've offered all I have
But it ain't no way to live
Being taken by the ones who have
The least amount to give
Singing hi-de-ho, hi-de-hi
Got to find me a piece of the sky
Gonna find me some of that old sweet roll
Singing hi-de-hi-de-hi-de-hi-de-ho
I wanna tell you
Once I met the devil
He was mighty slick
Tempted me with worldly goods
Said I could have my pick
But when he laid the paper on me
And showed me where to sign
I said ""Thank you very kindly
But I'm in too great a need of mine""",146,0.16505772005772007,0.4795634920634921
20,13121,Ballad Of Sir Frankie Crisp Let It Roll,1970,George Harrison,Rock,"Let it roll across the bog,
Through the hole and out the door
Through the fountain of perpetual
Let it roll for all it's worth
Frankie Crisp, he had no legs
Lose your body in the maze
See the door to the northern bounty feast
Let it roll among the weeds
Let it roll
Let it roll out through the caves
Through the walks and through the shade
Through the good one, may he rest awhile
Hanging chiefs and matching time
Let it roll
Let it roll, Let it roll
Let it roll, Let it roll
Fool's illusions every word
John and Paul, they sweep the stern
Eyes are shining but a river lies
Let it roll into the night
Let it roll, Let it roll
Let it roll, Let it roll",132,0.4166666666666667,0.37222222222222223
21,13106,Run Of The Mill,1970,George Harrison,Rock,"Everyone has choice
When to and not to raise their voices
It's you that decides
Which way you will turn
While feeling that our love's not your concern
It's you that decides
No one around you, will carry the blame for you
No one around you, will love you today
And throw it all away
Tomorrow when you rise
Another day for you to realize me
Or send me down again
As the days stand up on end
You've got me wondering how I lost your friendship
But I see it in your eyes
Though I'm beside you I can't carry the lame for you
I may decide to get out with your blessing
Where I'll carry on guessing",119,0.08611111111111111,0.5597222222222222
22,117175,The Man Who Sold The World,1970,David Bowie,Rock,"We passed upon the stair
We spoke of was and when
Although I wasn't there
He said I was his friend
Which came as some surprise
I spoke into his eyes
I thought you died alone
A long long time ago
Oh no, not me
I never lost control
You're face to face
With the man who sold the world
I laughed and shook his hand
And made my way back home
I searched for form and land
For years and years I roamed
I gazed a gazley stare
At all the millions here
We must have died alone
A long long time ago
Who knows
Not me
We never lost control
You're face to face
With the man who sold the world",123,0.08333333333333333,0.3
23,1052,Good Old Music,1970,Funkadelic,Rock,"(Shake your head)
Everybody's gettin' funky
In the days when the funk was gone
I recall not long ago
When the funk it was goin' strong
Now they were rocking upside the wall (to funky music)
Rockin' out in the hall (to funky music)
Now they were jumpin' up and having a ball (to funky music)
Music's got them beggin' for more
Give me more, give me more
Come on
Give me more
Give me more of that
Good old funky music, yeah
Good old funky music, yeah
Yes, indeed they're movin'
Yes, they are doin' it to and fro
Yes, indeed they're groovin'
To that music that will let them go
You know they started somewhere round about midnight (to funky music)
And they rocked it all night until daylight (to funky music)
Music that was groovin' my mother (to funky music)
It's groovy for my sister and brother
Give me more, give me more (come on, let's sing it together)
Give me more
Give me more of that
Good old funky music, yeah
Good old funky music, yeah
Music that was groovin' my mother (funky music)
It's groovy for my sister and brother
Good old funky music, yeah
Good old funky music, yeah",205,0.39826388888888875,0.4513888888888888
24,24671,War Pigs,1970,Black Sabbath,Rock,"Generals gathered in their masses
Just like witches at black masses
Evil minds that plot destruction
Sorcerers of death's construction
In the fields the bodies burning
As the war machine keeps turning
Death and hatred to mankind
Poisoning their brainwashed minds
Oh lord yeah!
Politicians hide themselves away
They only started the war
Why should they go out to fight
They leave that role to the poor
Yeah
Time will tell on their power minds
Making war just for fun
Treating people just like pawns in chess
Wait 'till their judgment day comes
Yeah!",94,-0.23833333333333337,0.6466666666666667
25,66986,I Just Can T Help Believin,1970,Elvis Presley,Rock,"I just can't help believin'
When she smiles up soft and gentle
With a trace of misty morning
And the promise of tomorrow in her eyes
I just can't help believin'
When she's lying close beside me
And my heart beats with the rhythm of her sighs
This time the girl is gonna stay
This time the girl is gonna stay
For more than just a day
Oh, I just can't help believin'
When she slips her hand in my hand
And it feels so small and helpless
As my fingers fold around it like a glove
I just can't help believin'
When she's whispering her magic
And her tears are shining honey sweet with love
This time the girl is gonna stay
This time the girl is gonna stay
For more than just a day
For more than just a day",142,0.3222222222222222,0.5888888888888889
26,90485,Take A Pebble,1970,Emerson Lake Palmer,Rock,"Just take a pebble and cast it to the sea,
Then watch the ripples that unfold into me,
My face spill so gently into your eyes,
Disturbing the waters of our lives.
Shread of our memories are lying on your grass;
Wounded words of laughter are graveyards of the past.
Photographs are grey and torn, scattered in your fields
Letters of your mem'ries are not real.
Sadness on your shoulders like a wornout overcoat
In pockets creased and tattered hang the rags of your hope.
The daybreak is your midnight; the colours have all died.
Disturbing the waters of our lives, of our lives, of our lives, lives,
lives, lives...
Of our lives.",113,-0.20000000000000004,0.5083333333333333
27,326507,Christmas In My Home Town,1970,Charley Pride,Country,"There's a white Christmas in my hometown
Where the streets are snowy, shinin' bright
And the lights on all the Christmas trees are burning
For old Santa's sure to come this very night
There are jingle bells and Christmas carols singin'
By the children who are walking in the street
Folks are smiling and they're sayin' merry Christmas
For there's joy in their hearts as they meet
Oh, the Christmas chimes are ringing in the tower
Jingle bells can be heard all around
Time for all to go and wait for Santa's comin'
'Cause it's merry Christmas here in my hometown
I can hear the reindeer in the distance
All the sleigh bells are ringing loud and clear
Little eyes are closed in their slumber
They are waiting for old Santa to appear",133,0.21022727272727273,0.39747474747474754
28,314860,Sloop John B,1970,Beach Boys,Rock,"We come on the sloop john be
My grandfather and me
Around Nassau town we did roam
Drinking all night
Got into a fight
Well I feel so broke up
I want to go home
So hoist up the john be	's sail
See how the mainsail sets
Call for the captain ashore
Let me go home, let me go home
I want to go home, yeah yeah
Well I feel so broke up
I want to go home
The first mate he got drunk
And broke in the cap'n's trunk
The constable had to come and take him away
Sheriff john stone
Why don't you leave me alone, yeah yeah
Well I feel so broke up I want to go home
So hoist up the john be	's sail
See how the mainsail sets
Call for the captain ashore
Let me go home, let me go home
I want to go home, let me go home
Why don't you let me go home
(hoist up the john be	's sail)
Hoist up the john be
I feel so broke up I want to go home
Let me go home
The poor cook he caught the fits
And threw away all my grits
And then he took and he ate up all of my corn
Let me go home
Why don't they let me go home
This is the worst trip I've ever been on
So hoist up the john be	's sail
See how the mainsail sets
Call for the captain ashore
Let me go home, let me go home
I want to go home, let me go home
Why don't you let me go home",277,-0.4125,0.7333333333333333
29,213246,Everybody S Talkin,1970,Four Tops,Jazz,"Everybody's talking at me.
I don't hear a word they're saying,
Only the echoes of my mind.
People stopping and staring,
I can't see their faces,
Only the shadows of their eyes.
I'm going where the sun keeps shining
shining thru' the pouring rain,
I going where the weather suits my clothes,
Backing off of the North East wind,
Sailing on summer breeze
And skipping over the ocean like a stone.
I'm going where the sun keeps shining
Thru' the pouring rain,
Going where the weather suits my clothes,
Backing off of the North East wind,
Sailing on summer breeze
And skipping over the ocean like a stone
Everybody's talking at me.",112,0.0,1.0
30,117174,The Width Of A Circle,1970,David Bowie,Rock,"In the corner of the morning in the past
I would sit and blame the master first and last
All the roads were straight and narrow
And the prayers were small and yellow
And the rumour spread that I was aging fast
Then I ran across a monster who was sleeping
By a tree
And I looked and frowned and the monster was me
Well, I said hello and I said hello
And I asked, why not, and I replied, I don't know
So we asked a simple black bird, who was happy as can be
And he laughed insane and quipped Kahlil Gibran
And I cried for all the others till the day was nearly through
For I realized that God's a young man too
Ho
Oh I said so long and I waved bye-bye
And I smashed my soul and traded my mind
Got laid by a young bordello
Who was vaguely half asleep
For which my reputation swept back home in drag
And the moral of this magic spell
Negotiates my hide
When God did take my logic for a ride
(Riding along)
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
He swallowed his pride and puckered his lips
And showed me the leather belt round his hips
My knees were shaking my cheeks aflame
He said you'll never go down to the Gods again
(Turn around, go back)
He struck the ground a cavern appeared
And I smelt the burning pit of fear
We crashed a thousand yards below
I said do it again, do it again
(Turn around, go back)
His nebulous body swayed above
His tongue swollen with devil's love
The snake and I, a venom high
I said do it again, do it again
(Turn around, go back)
Breathe, breathe, breathe deeply
And I was seething, breathing deeply
Spitting sentry, horned and tailed
Waiting for you, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh",334,0.03347222222222222,0.3517770337301588
31,13126,My Sweet Lord,1970,George Harrison,Rock,"My sweet Lord
Hm, my Lord
Hm, my Lord
I really want to see you
Really want to be with you
Really want to see you Lord
But it takes so long, my Lord
My sweet Lord
Hm, my Lord
Hm, my Lord
I really want to know you
Really want to go with you
Really want to show you Lord
That it won't take long, my Lord (hallelujah)
My sweet Lord (hallelujah)
Hm, my Lord (hallelujah)
My sweet Lord (hallelujah)
I really want to see you
Really want to see you
Really want to see you, Lord
Really want to see you, Lord
But it takes so long, my Lord (hallelujah)
My sweet Lord (hallelujah)
Hm, my Lord (hallelujah)
My, my, my Lord (hallelujah)
I really want to know you (hallelujah)
Really want to go with you (hallelujah)
Really want to show you Lord (aaah)
That it won't take long, my Lord (hallelujah)
Hmm (hallelujah)
My sweet Lord (hallelujah)
My, my, Lord (hallelujah)
Hm, my Lord (hare krishna)
My, my, my Lord (hare krishna)
Oh hm, my sweet Lord (krishna, krishna)
Oh-uuh-uh (hare hare)
Now, I really want to see you (hare rama)
Really want to be with you (hare rama)
Really want to see you Lord (aaah)
But it takes so long, my Lord (hallelujah)
Hm, my Lord (hallelujah)
My, my, my Lord (hare krishna)
My sweet Lord (hare krishna)
My sweet Lord (krishna krishna)
My Lord (hare hare)
Hm, hm (Gurur Brahma)
Hm, hm (Gurur Vishnu)
Hm, hm (Gurur Devo)
Hm, hm (Maheshwara)
My sweet Lord (Gurur Sakshaat)
My sweet Lord (Parabrahma)
My, my, my Lord (Tasmayi Shree)
My, my, my, my Lord (Guruve Namah)
My sweet Lord (Hare Rama)
(hare krishna)
My sweet Lord (hare krishna)
My sweet Lord (krishna krishna)
My Lord (hare hare)",299,0.22428571428571425,0.4085714285714287
32,314865,California Girls,1970,Beach Boys,Rock,"Well East coast girls are hip
I really dig those styles they wear
And the Southern girls with the way they talk
They knock me out when I'm down there
The Mid-West farmer's daughters really make you feel alright
And the Northern girls with the way they kiss
They keep their boyfriends warm at night
I wish they all could be California
I wish they all could be California
I wish they all could be California girls
The West coast has the sunshine
And the girls all get so tanned
I dig a french bikini on Hawaii island
Dolls by a palm tree in the sand
I been all around this great big world
And I seen all kinds of girls
Yeah, but I couldn't wait to get back in the states
Back to the cutest girls in the world
I wish they all could be California girls
I wish they all could be California
I wish they all could be California girls
I wish they all could be Californian
(Girls, girls, girls yeah I dig the)
I wish they all could be Californian
(Girls, girls, girls yeah I dig the)
I wish they all could be Californian
(Girls, girls, girls yeah I dig the)
I wish they all could be Californian
(Girls, girls, girls yeah I dig the)",219,0.16444444444444445,0.21388888888888888
33,238800,Lucretia Mac Evil,1970,Blood Sweat Tears,Rock,"Little girl what's your game
Hard luck and trouble
Bound to be your claim to fame
Tail-shakin' heart-breakin' truckin' through town
Each and every country-mother's son, hangin' 'round
Drive a young man insane
Evil that's your name
Lucretia MacEvil
That's the thing you're doin' fine
Back seat Delilah
Got your six-foot jug o'wine, woman
I hear your mother was the talk of the sticks
Nothin' that your daddy wouldn't do for kicks
Never done a thing worth-while
You're just an evil woman-child.
Ooh, Lucy, you just so damn bad
Devil got you lucy
Under lock and key
Ain't about to set you free
Sign sealed and witnessed
Since the day you were born
No use tryin' to fake him out
No use tryin' to make him out
Soon, he'll be takin' out his due
What-cha gonna do",137,-0.29296874999999994,0.6114583333333333
34,296352,Someday We Ll Be Together,1970,Boogaloo Joe Jones,Jazz,"Someday we'll be together
Say it, say it again
Someday we'll be together
You're far away from me my love, and just as sure my,
My baby as there are stars above,
I wanna say, I wanna say, I wanna say some day we'll be together;
Yes we will, yes we will say some day we'll be together.
Someday day, some sweet day we will be together
I know, I know, I know, I know
My love is yours, baby
Oh, right from the start
You, you, you possess my soul now honey
And I know, I know you won my heart.
And I wanna say someday (some sweet day) we'll be together.
Ah,yes we will, yes we will
someday we'll be together, tell everybody now
Ah,yes we will, yes we will
Long time ago my, my sweet thing, I made a big mistake, honey.
I say, I said goodbye.
Oh, Oh baby ever ever, ever, never, never since that day now,
Now all I, all I wanna do ah is cry, cry,cry, cry
Oh hey, hey, hey
How long are you, every night,
Just to kiss your sweet, sweet lips,
Hold you ever so tight and I wanna say
Someday we'll be together.
Oh, yes we will, yes we will.
Someday we'll be together.
Oh, yes we will, yes we will.
Someday we'll be together.
Ah, honey, honey
some day we'll be together.
Yes we will, yes we will",240,0.22380952380952387,0.5440211640211642
35,205654,The Makings Of You,1970,Curtis Mayfield,R&B,"Add a little sugar, honeysuckle
And a great big expression of happiness
Boy, you couldn't miss
With a dozen roses
Such will astound you
The joy of children laughing around you
These are the makings of you
It is true, the makings of you
The righteous way to go
Little one would know
Or believe if I told them so
You're second to none
The love of all mankind
Should reflect some sign of these words
I've tried to recite
They're close but not quite
Almost impossible to do
Reciting the makings of you
The righteous way to go
Little one would know
Or believe if I told them so
You're second to none
The love of all mankind
Should reflect some sign of these words
I've tried to recite
They're close but not quite
Almost impossible to do
Reciting the makings of you",144,0.11694444444444446,0.47333333333333333
